CVE-2003-0727|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-5270|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5272|
CVE-2008-5273|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5276|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5285|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5286|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5287|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5288|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-5289|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5290|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-5291|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-5292|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5293|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5294|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5295|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5297|
CVE-2008-5300|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-5302|allowedAction({local,user},create,{setuid,binary}) 
CVE-2008-5303|
CVE-2008-5306|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5307|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5308|allowedAction({attacker,remote},change,{administrator,password}) 
CVE-2008-5309|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5310|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5311|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5314|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5316|allowedAction({attacker},have,{impact,unknown}) 
CVE-2008-5317|allowedAction({attacker},have,{impact,unknown}) 
CVE-2008-5320|allowedAction({authenticate,remote,user},execute,{arbitrary,command,sql}) 
CVE-2008-5321|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5322|allowedAction({attacker,remote},obtain,{information,system}) 
CVE-2008-5323|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-5332|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-5333|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5334|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-5335|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5336|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5337|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5338|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-5339|allowedAction({application,jws,untrusted},perform,{connection,network}) 
CVE-2008-5340|allowedAction({application,jws,untrusted},gain,{privilege}) 
CVE-2008-5341|allowedAction({application,jws,untrusted},obtain,{cache,jws,pathname}) allowedAction({application,jws,untrusted},obtain,{username,cr,application}) 
CVE-2008-5342|
CVE-2008-5343|allowedAction({attacker,remote},make,{connection,network,unauthorized}) allowedAction({attacker,remote},hijack,{session,HTTP}) 
CVE-2008-5344|allowedAction({applet,untrusted},read,{file,arbitrary}) allowedAction({applet,untrusted},make,{connection,network,unauthorized}) 
CVE-2008-5345|
CVE-2008-5346|allowedAction({applet,untrusted},read,{memory,arbitrary}) allowedAction({application},read,{memory,arbitrary}) 
CVE-2008-5347|allowedAction({applet,untrusted},gain,{privilege}) allowedAction({application},gain,{privilege}) 
CVE-2008-5348|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5349|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5350|allowedAction({application,untrusted},list,{directory,contents}) allowedAction({applet},list,{directory,contents}) 
CVE-2008-5352|allowedAction({application,untrusted},gain,{privilege}) allowedAction({applet},gain,{privilege}) 
CVE-2008-5353|allowedAction({attacker,remote},run,{applet,untrusted}) allowedAction({attacker,remote},run,{application}) 
CVE-2008-5354|allowedAction({locally-launched},execute,{code,arbitrary}) 
CVE-2008-5355|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5356|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5357|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5358|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5359|allowedAction({attacker,remote},execute,{operation,arbitrary}) 
CVE-2008-5360|allowedAction({attacker},write,{malicious,jar,file}) 
CVE-2008-5377|allowedAction({local,user},overwrite,{file,arbitrary}) 
CVE-2008-5383|allowedAction({attacker,user-assisted},cause,{denial,service}) allowedAction({attacker,user-assisted},execute,{code,arbitrary}) 
CVE-2008-5384|allowedAction({local,user},gain,{privilege}) 
CVE-2008-5387|allowedAction({local,user},gain,{privilege}) 
CVE-2008-5394|allowedAction({local,user},overwrite,{file,arbitrary}) 
CVE-2008-5405|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5406|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5410|allowedAction({attacker,context-dependent},cause,{denial,service,related}) 
CVE-2008-5416|
CVE-2008-5418|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-5486|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5487|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-5488|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5489|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5490|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5491|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5492|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5493|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5494|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5496|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5497|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) 
CVE-2008-5498|allowedAction({attacker,context-dependent},read,{memory,location,contents,arbitrary}) 
CVE-2008-5500|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},trigger,{corruption,memory}) 
CVE-2008-5501|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5502|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5503|
CVE-2008-5504|allowedAction({attacker,remote},run,{javascript,arbitrary}) 
CVE-2008-5505|
CVE-2008-5506|allowedAction({attacker,remote},bypass,{origin,policy,same}) 
CVE-2008-5507|allowedAction({attacker,remote},bypass,{origin,policy,datum,same}) allowedAction({attacker,remote},bypass,{access,portion}) 
CVE-2008-5508|allowedAction({attacker,remote},misrepresent,{url}) allowedAction({attacker,remote},simplify,{phishing,attack}) 
CVE-2008-5510|allowedAction({attacker,remote},bypass,{protection,mechanism}) 
CVE-2008-5511|allowedAction({attacker,remote},bypass,{origin,policy,same}) allowedAction({attacker,remote},conduct,{attack,cross-site,scripting}) 
CVE-2008-5512|allowedAction({attacker,remote},run,{javascript,arbitrary}) 
CVE-2008-5513|allowedAction({attacker,remote},bypass,{origin,policy,same}) allowedAction({attacker,remote},inject,{content}) allowedAction({attacker,remote},conduct,{attack,cross-site,scripting}) 
CVE-2008-5515|allowedAction({attacker,remote},bypass,{access,restriction,intended}) allowedAction({attacker,remote},conduct,{directory,attack,traversal}) 
CVE-2008-5518|
CVE-2008-5557|allowedAction({attacker,context-dependent},execute,{code,arbitrary}) allowedAction({attacker,context-dependent},execute,{function,mb_parse_str}) 
CVE-2008-5559|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5560|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5561|
CVE-2008-5562|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5565|allowedAction({attacker,remote},change,{admin,password}) 
CVE-2008-5566|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-5567|allowedAction({attacker,remote},change,{admin,password}) 
CVE-2008-5568|allowedAction({attacker,remote},change,{admin,password}) 
CVE-2008-5570|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-5571|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5572|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5573|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5574|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5576|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) 
CVE-2008-5577|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-5578|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5579|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-5580|allowedAction({attacker,remote},execute,{command,arbitrary}) 
CVE-2008-5581|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-5582|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5585|
CVE-2008-5586|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5587|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-5588|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5589|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5590|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5591|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-5592|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5593|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-5594|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-5595|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5596|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5597|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5598|
CVE-2008-5599|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5600|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5601|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5602|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5603|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5604|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-5605|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5606|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5607|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5608|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5619|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5621|allowedAction({attacker,remote},perform,{action,unauthorized}) 
CVE-2008-5625|
CVE-2008-5626|
CVE-2008-5627|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) allowedAction({attacker,remote},execute,{password,parameter}) 
CVE-2008-5628|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5630|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5631|
CVE-2008-5632|
CVE-2008-5633|
CVE-2008-5634|
CVE-2008-5635|
CVE-2008-5636|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5637|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5638|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5639|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-5640|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5641|
CVE-2008-5642|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-5643|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5649|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5650|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5652|allowedAction({attacker,remote},execute,{command,sql,reachable,arbitrary}) 
CVE-2008-5660|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5663|
CVE-2008-5664|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5665|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5666|
CVE-2008-5667|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5677|
CVE-2008-5678|allowedAction({authenticate,remote,user},obtain,{sensitive,information}) 
CVE-2008-5684|
CVE-2008-5689|allowedAction({local,user},cause,{denial,service}) allowedAction({local,user},execute,{code,arbitrary}) 
CVE-2008-5690|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-5691|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5695|
CVE-2008-5697|allowedAction({attacker,remote},write,{datum,arbitrary}) 
CVE-2008-5698|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5700|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-5702|allowedAction({local,user},have,{impact,unknown}) 
CVE-2008-5705|allowedAction({attacker,remote},execute,{command,arbitrary}) 
CVE-2008-5706|allowedAction({local,user},overwrite,{file,arbitrary}) 
CVE-2008-5708|allowedAction({attacker,remote},create,{administrative,user}) 
CVE-2008-5711|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5712|
CVE-2008-5713|
CVE-2008-5715|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5722|allowedAction({attacker,remote,user-assisted},cause,{denial,service}) allowedAction({attacker,remote,user-assisted},cause,{struct,value}) allowedAction({attacker,remote,user-assisted},execute,{code,arbitrary}) 
CVE-2008-5725|allowedAction({local,user},gain,{privilege}) 
CVE-2008-5726|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5727|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5728|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-5729|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-5730|allowedAction({attacker,remote},have,{impact,unknown}) 
CVE-2008-5731|allowedAction({local,user},cause,{denial,service}) allowedAction({local,user},gain,{privilege}) 
CVE-2008-5732|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5733|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5735|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5736|allowedAction({local,user},gain,{privilege}) 
CVE-2008-5737|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5738|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) 
CVE-2008-5739|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5742|allowedAction({attacker,remote},redirect,{user}) allowedAction({attacker,remote},conduct,{attack,phish}) 
CVE-2008-5745|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-5748|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-5749|allowedAction({attacker,remote},execute,{command,arbitrary}) 
CVE-2008-5750|allowedAction({attacker,remote},execute,{command,arbitrary}) 
CVE-2008-5751|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5752|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-5753|allowedAction({attacker,user-assisted},execute,{code,arbitrary}) 
CVE-2008-5754|allowedAction({user-assisted,attacker},execute,{code,arbitrary}) 
CVE-2008-5755|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-5756|allowedAction({attacker,user-assisted},cause,{denial,service}) allowedAction({attacker,user-assisted},execute,{code,arbitrary}) 
CVE-2008-5761|
CVE-2008-5762|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5763|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-5764|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-5765|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5766|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-5767|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5768|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5770|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-5771|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-5772|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-5773|allowedAction({attacker,remote},download,{file,database}) 
CVE-2008-5774|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) allowedAction({attacker,remote},execute,{type2.asp}) 
